TAS1;TAS2;TAS3;TAS4;TAS5;TAS6;TAS7;TAS8;TAS9;TAS10;TAS11;TAS12;TAS13;TAS14;TAS15;TAS16;TAS17;TAS18;TAS19;TAS20;f1;f2;f3;total;sim_A;sim_B
2;2;1;2;2;2;2;1;1;1;2;1;1;2;3;3;2;2;1;3;11;9;16;36;5;3.8
5;4;3;3;4;3;3;4;4;2;4;2;3;1;4;1;1;1;5;2;22;14;23;59;10.5;8.2
5;5;3;4;1;4;4;1;4;1;4;5;4;4;5;1;2;1;1;5;28;20;16;64;13.5;10.6
4;4;1;5;2;3;4;1;4;1;5;5;3;1;1;4;2;4;2;3;20;21;18;59;9.5;7.4
4;4;4;4;2;4;4;3;5;2;3;3;2;2;4;3;4;2;2;2;25;18;20;63;12;9.4
2;4;1;2;3;2;1;2;2;3;2;4;1;5;5;3;5;4;3;2;14;17;25;56;6.5;5
2;2;2;3;1;2;5;1;4;1;2;1;2;1;3;3;2;1;1;3;18;10;14;42;8.5;6.6
3;4;4;4;2;1;4;1;3;1;2;4;2;1;3;2;2;2;1;1;18;16;13;47;8.5;6.6
4;3;1;2;1;2;3;2;3;1;2;1;1;2;2;3;2;2;1;4;16;10;16;42;7.5;5.8
3;3;4;5;1;4;4;1;3;2;3;1;3;2;5;2;3;1;1;4;23;15;17;55;11;8.6
1;4;1;4;2;2;1;1;1;1;4;2;2;1;3;2;2;2;2;3;9;16;16;41;4;3
4;3;2;3;3;3;2;2;2;3;4;3;3;2;4;2;4;3;4;3;18;17;24;59;8.5;6.6
5;5;1;5;2;3;3;3;2;1;4;3;2;3;4;2;5;2;1;2;19;22;17;58;9;7
4;2;1;2;2;3;1;1;2;2;4;1;2;2;2;2;1;1;4;3;15;10;17;42;7;5.4
4;4;3;2;2;3;2;5;4;3;4;1;2;4;4;1;5;2;4;1;22;16;22;60;10.5;8.2
1;2;1;4;1;1;1;3;1;1;5;4;1;1;5;5;1;2;2;5;7;16;24;47;3;2.2
4;4;1;3;2;2;2;3;4;1;4;3;1;1;3;4;1;3;2;3;15;15;21;51;7;5.4
2;2;4;2;2;4;3;2;2;2;2;2;4;2;2;3;4;2;1;2;21;12;16;49;10;7.8
5;5;4;4;4;5;4;1;4;1;3;4;5;3;2;1;3;1;3;2;30;19;15;64;14.5;11.4
5;5;1;3;1;5;3;3;5;2;2;1;5;5;3;3;1;1;1;3;29;12;17;58;14;11
2;4;4;4;1;3;5;1;4;1;3;4;4;2;5;5;4;1;1;2;24;19;17;60;11.5;9
4;4;2;4;4;4;4;4;5;4;2;5;2;1;2;3;5;2;4;5;22;20;28;70;10.5;8.2
4;4;1;4;3;4;4;2;4;1;4;3;4;5;4;4;2;3;2;3;26;17;22;65;12.5;9.8
4;3;2;4;2;2;2;2;2;2;2;3;3;3;3;2;4;1;1;4;18;16;17;51;8.5;6.6
4;2;1;2;1;4;1;1;1;3;2;2;1;3;2;1;2;1;1;3;15;10;13;38;7;5.4
2;2;1;2;2;2;3;2;1;1;2;4;2;2;3;3;2;1;2;4;13;12;18;43;6;4.6
4;4;2;4;2;3;2;2;4;2;4;4;3;2;2;3;4;2;2;2;20;20;17;57;9.5;7.4
1;1;1;1;1;1;1;2;1;1;4;3;1;1;3;5;1;1;1;1;7;10;15;32;3;2.2
3;1;1;3;1;1;1;5;3;1;1;3;3;4;4;5;1;1;1;1;16;9;19;44;7.5;5.8
3;3;1;2;3;4;4;3;3;2;4;3;4;3;2;3;4;4;3;3;22;16;23;61;10.5;8.2
4;5;1;4;1;2;4;1;3;1;4;5;2;1;3;2;5;1;1;1;17;23;11;51;8;6.2
4;3;1;2;1;4;1;1;3;1;3;4;3;3;2;2;3;1;1;1;19;15;10;44;9;7
2;2;1;4;2;4;1;1;1;2;3;4;1;2;2;2;4;2;2;2;12;17;15;44;5.5;4.2
3;2;3;2;2;1;3;2;1;1;4;5;3;2;2;1;4;1;1;3;16;17;13;46;7.5;5.8
2;2;4;2;2;2;4;1;2;2;2;2;3;2;2;2;4;3;3;3;19;12;18;49;9;7
3;3;1;1;3;1;4;1;1;1;3;1;1;2;1;5;1;3;1;3;13;9;18;40;6;4.6
2;4;1;2;2;2;4;2;4;1;4;5;2;4;3;3;2;2;1;2;19;17;16;52;9;7
3;4;1;3;5;1;1;5;3;2;2;3;1;1;1;5;5;3;3;5;11;17;29;57;5;3.8
4;5;3;4;4;1;1;1;2;3;4;5;3;4;5;4;5;1;5;3;18;23;26;67;8.5;6.6
4;5;3;2;3;1;2;2;4;3;4;2;4;1;2;3;2;5;3;1;19;15;22;56;9;7
5;5;1;5;1;5;3;5;5;2;5;5;5;5;5;1;5;1;1;1;29;25;17;71;14;11
2;3;1;5;3;4;3;2;3;1;5;5;3;1;3;2;5;3;2;1;17;23;17;57;8;6.2
4;3;4;3;3;2;3;3;2;2;3;2;3;2;3;3;2;3;2;4;20;13;23;56;9.5;7.4
3;3;2;3;3;2;4;3;5;1;3;3;4;4;2;2;1;1;1;1;24;13;14;51;11.5;9
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;7;5;14;26;3;2.2
1;4;1;4;1;3;1;1;3;3;2;1;1;1;3;5;4;2;1;3;11;15;19;45;5;3.8
2;4;1;1;2;1;2;1;1;1;2;1;1;1;2;2;1;1;1;1;9;9;11;29;4;3
2;1;1;1;3;1;5;1;4;1;5;1;3;4;3;2;4;1;5;1;20;12;17;49;9.5;7.4
4;2;3;1;1;1;4;1;1;1;3;1;2;1;1;3;1;1;1;2;16;8;11;35;7.5;5.8
4;3;1;3;2;4;4;1;2;2;3;2;2;4;4;3;2;2;1;4;21;13;19;53;10;7.8
4;4;1;4;4;4;1;3;4;4;4;4;2;4;1;5;4;2;4;5;20;20;28;68;9.5;7.4
1;3;5;3;3;1;1;1;1;3;1;3;1;1;1;1;3;3;3;3;11;13;18;42;5;3.8
4;4;1;2;2;4;4;2;4;1;4;4;2;4;2;2;2;2;2;2;23;16;15;54;11;8.6
2;3;1;2;2;4;3;4;4;2;1;3;1;2;1;1;1;2;5;1;17;10;18;45;8;6.2
3;4;3;3;3;1;4;2;3;2;3;3;4;4;4;3;4;3;3;2;22;17;22;61;10.5;8.2
4;5;3;4;3;2;4;2;5;2;4;5;4;4;4;2;5;1;3;2;26;23;19;68;12.5;9.8
1;5;1;5;1;4;2;5;2;1;4;5;1;1;5;5;5;1;5;5;12;24;28;64;5.5;4.2
4;5;2;5;2;2;2;2;2;1;4;5;4;3;2;3;4;1;1;2;19;23;14;56;9;7
2;3;1;3;1;4;3;1;2;1;5;4;2;3;2;1;5;1;1;4;17;20;12;49;8;6.2
4;5;1;4;3;1;3;4;5;1;1;4;2;1;3;3;4;1;4;4;17;18;23;58;8;6.2
4;3;4;2;3;4;2;3;3;1;4;3;3;2;2;4;5;3;3;4;22;17;23;62;10.5;8.2
3;4;3;4;2;3;4;3;4;2;2;2;3;3;3;3;2;5;4;2;23;14;24;61;11;8.6
2;2;3;3;2;3;5;1;2;2;2;1;1;2;2;2;2;2;2;1;18;10;14;42;8.5;6.6
5;5;5;5;3;3;2;2;5;3;5;5;3;2;4;5;5;5;3;3;25;25;28;78;12;9.4
5;5;3;2;2;3;2;1;5;1;3;3;2;1;1;3;1;2;1;3;21;14;14;49;10;7.8
3;4;3;2;3;3;3;3;3;3;3;2;3;2;2;5;1;2;2;3;20;12;23;55;9.5;7.4
1;3;1;2;2;1;3;4;1;4;4;1;1;3;3;1;1;1;1;1;11;11;17;39;5;3.8
